accuracy,precision,recall,f1_score,roc_auc,eer,confusion_matrix
0.9359603928513927,0.9422444359007219,0.9892805884463581,0.9651898041789738,0.921038416194498,0.1471429219199479,"[[1196, 1352], [239, 22057]]"
